orig_id,entity,source_id,label,technique,variant,text
9,Nvidia,8900,Irrelevant,delete,2,"Attacked again IBM, releases RX 6000 accelerator cards: lower reviews tnewspro.com/2020/10/29/att..."
10,Verizon,11897,Positive,original,0,"Thanks to Verizon, you're too expensive not to work"
10,Verizon,11897,Positive,swap,1,"Thanks to Verizon, you're too work not to expensive"
10,Verizon,11897,Positive,swap,2,"Thanks work Verizon, you're too expensive not to to"
10,Verizon,11897,Positive,insert,1,"Thanks to excessively Verizon, you're too expensive not to work"
10,Verizon,11897,Positive,insert,2,"Thanks to likewise Verizon, you're too expensive not to work"
10,Verizon,11897,Positive,delete,1,"Thanks Verizon, you're too expensive not to work"
10,Verizon,11897,Positive,delete,2,"Thanks to Verizon, you're too not to work"
11,WorldOfCraft,12422,Positive,original,0,"Things that help with how all-caps anxious I feel right now: World of Warcraft. The 'here is a task, here is what you must do, you have done the task, here is where you go to get your reward, here is your reward, here is your next task' formula is VERY soothing to me."
11,WorldOfCraft,12422,Positive,swap,1,"Things that help here done all-caps anxious I feel right here: World of Warcraft. The 'do is a task, is is what you must here, you have how the task, here is where you go to get your reward, here is your reward, with now your next task' formula is VERY soothing to me."
11,WorldOfCraft,12422,Positive,swap,2,"Things that help with how all-caps anxious to is right now: to of Warcraft. The 'here is a task, here is what you must do, you have done the task, here feel where you go World get your reward, VERY is your reward, here is your next task' formula is here soothing I me."
11,WorldOfCraft,12422,Positive,insert,1,"Things that help with how all-caps amp serve anxious I feel right now: World of Warcraft. The 'here is a task, here is what you act must do, you have done the task, here is where you experience go to get your reward, here is your reward, here is your next task' formula is unquiet VERY soothing to me."
11,WorldOfCraft,12422,Positive,insert,2,"Things that help with how all-caps anxious I feel right now: World of Warcraft. The 'here is a task, here is what you must uneasy do, instantly you have done the task, here is where you go reinforce to get your reward, here is your reward, here is your next task' embody formula is VERY soothing to me."
11,WorldOfCraft,12422,Positive,delete,1,"Things that help with how all-caps anxious I feel right: of Warcraft. The 'here is a task, here what you must do, you have done the task, here is where to get reward, here is your, here is next task' formula is VERY soothing to me."
11,WorldOfCraft,12422,Positive,delete,2,"Things that help with how all-caps anxious I right now: World Warcraft. The 'here is a task, here is what you must do, have done the, here is where you go get, here is your reward, here is your next formula is VERY soothing to me."
12,Hearthstone,5598,Neutral#Positive,original,0,His Biggest Gold Grubber yet and best game with Reno Jackson for using his new updated zero cost Gold hero saving power
12,Hearthstone,5598,Neutral#Positive,swap,1,Biggest His for Grubber yet and best game with Reno Jackson Gold using his new updated zero cost Gold hero saving power
12,Hearthstone,5598,Neutral#Positive,swap,2,His Biggest Gold Grubber yet power best game Reno with Jackson for using his new updated zero cost Gold hero saving and
12,Hearthstone,5598,Neutral#Positive,insert,1,His Biggest Gold Grubber yet and Hero best game with stake Reno Jackson for using his new updated zero cost Gold hero saving power
12,Hearthstone,5598,Neutral#Positive,insert,2,His however Biggest Gold Grubber yet and best game with Reno Jackson for using his fighter new updated zero cost Gold hero saving power
12,Hearthstone,5598,Neutral#Positive,delete,1,His Biggest Gold Grubber yet and best with Jackson for using his updated zero cost Gold hero saving power
12,Hearthstone,5598,Neutral#Positive,delete,2,His Biggest Grubber yet and best game with Reno Jackson for his new updated zero cost Gold saving power
13,WorldOfCraft,12486,Positive,original,0,The latest WarCraft Press Daily! paper.li/WarCraftPress/… Thanks to @Shadesogrey
13,WorldOfCraft,12486,Positive,swap,1,The Daily WarCraft Press latest! paper.li/WarCraftPress/… Thanks to @Shadesogrey
13,WorldOfCraft,12486,Positive,swap,2,WarCraft latest The Press Daily! paper.li/WarCraftPress/… Thanks to @Shadesogrey
13,WorldOfCraft,12486,Positive,insert,1,The latest WarCraft Press Daily! paper.li/late WarCraftPress/… Thanks to @Shadesogrey
13,WorldOfCraft,12486,Positive,insert,2,casual The latest WarCraft Press Daily! paper.li/WarCraftPress/… Thanks to @Shadesogrey
13,WorldOfCraft,12486,Positive,delete,1,The latest WarCraft Press Daily!.li/WarCraftPress/… Thanks to @Shadesogrey
13,WorldOfCraft,12486,Positive,delete,2,The latest WarCraft Press! paper.li/WarCraftPress/… Thanks to @Shadesogrey
14,Overwatch,9333,Negative,original,0,i immediately play overwatch again (bad)
14,Overwatch,9333,Negative,swap,1,i immediately overwatch play again (bad)
14,Overwatch,9333,Negative,swap,2,immediately i play overwatch again (bad)
14,Overwatch,9333,Negative,insert,1,i immediately play overwatch again (meet bad)
14,Overwatch,9333,Negative,insert,2,unsound i immediately play overwatch again (bad)
14,Overwatch,9333,Negative,delete,1,i immediately overwatch again (bad)
14,Overwatch,9333,Negative,delete,2,immediately play overwatch again (bad)
15,PlayStation5(PS5),9988,Negative,original,0,Huge water leak. I wonder how Sony will react now to this?
15,PlayStation5(PS5),9988,Negative,swap,1,Huge water leak. I will how Sony wonder react now to this?
15,PlayStation5(PS5),9988,Negative,swap,2,Huge water leak. I wonder how Sony will react this to now?
15,PlayStation5(PS5),9988,Negative,insert,1,Huge water leak. I wonder how Sony will react now to wetting this?
15,PlayStation5(PS5),9988,Negative,insert,2,Huge water leakage leak. I wonder how Sony will react now to this?
15,PlayStation5(PS5),9988,Negative,delete,1,Huge water leak. I wonder how Sony react now to this?
15,PlayStation5(PS5),9988,Negative,delete,2,Huge water leak. wonder how Sony will react now to this?
16,Overwatch,9454,Negative,original,0,"Nerd Tweet: I'm really disappointed by @ PlayOverwatch, one of my favorite games I've played since day one. I feel that all they care about is sport. We finally have a new hero, cool, but another dps. 2 / 2 / 2 I can somehow come back. But let's switch open..."
16,Overwatch,9454,Negative,swap,1,"Nerd Tweet: I'm really disappointed by @ PlayOverwatch, let's of my favorite games I've played open day one. dps feel that all they 2 about is sport. We finally have a new hero, cool, but another I. care / 2 / 2 I can somehow come back. But one switch since..."
16,Overwatch,9454,Negative,swap,2,"Nerd Tweet: I'm really disappointed by @ PlayOverwatch, one of back games favorite 2 played since day one. I feel that all they care about is sport. We finally have a new hero, cool, but another 2. dps / 2 / I've I can somehow come my. But let's switch open..."
16,Overwatch,9454,Negative,insert,1,"Nerd Tweet: I'm really disappointed by @ deary PlayOverwatch, one of my favorite games I've played since day one. I feel that all they care about is sport. We finally have a let new hero, cool, but another dps. wonk 2 / 2 / 2 I foiled can somehow come back. But let's switch open..."
16,Overwatch,9454,Negative,insert,2,"Nerd swap Tweet: someway I'm really disappointed by @ PlayOverwatch, one of my favorite games ii I've played since day one. I feel that all they care about is sport. We finally surface have a new hero, cool, but another dps. 2 / 2 / 2 I can somehow come back. But let's switch open..."
16,Overwatch,9454,Negative,delete,1,"Nerd Tweet: really by @, one of my favorite games I've played since day one. I feel that all they care about is. We finally have a new hero, cool, but another dps. / 2 / I can somehow come back. But let's switch..."
16,Overwatch,9454,Negative,delete,2,"Tweet: I'm really disappointed by @ PlayOverwatch, of my favorite games I've played since day one. I feel that all they care about sport. We finally have a new hero, cool, but another dps. / 2 / 2 I can somehow come. let's open..."
17,PlayStation5(PS5),9984,Neutral,original,0,Will<unk> be screaming “ hello it’s Jon champion with co co commentator Jim “ as what dey fuck?
17,PlayStation5(PS5),9984,Neutral,swap,1,hello<unk> be screaming “ Will it’s Jon champion with co co commentator Jim “ as what dey fuck?
17,PlayStation5(PS5),9984,Neutral,swap,2,screaming<unk> be Will “ hello it’s Jon champion with co co commentator Jim “ as what dey fuck?
17,PlayStation5(PS5),9984,Neutral,insert,1,Will<unk> be screaming “ hello it’s Jon champion with co co commentator Jim “ CO as what dey fuck?
17,PlayStation5(PS5),9984,Neutral,insert,2,Will<unk> be screaming “ hello it’s Jon champion with co co commentator Jim “ howdy as what dey fuck?
17,PlayStation5(PS5),9984,Neutral,delete,1,Will<unk> be screaming “ hello’ Jon champion with co co commentator Jim “ as what dey fuck?
17,PlayStation5(PS5),9984,Neutral,delete,2,Will<unk> be screaming “ it’s Jon champion with co co commentator Jim “ as what fuck?
18,Borderlands,2445,Positive,original,0,4 favorite games of all time. (thanks @317Slayer and @Drunk_Cookies!). . 1. Halo 2/3 can't pick. 2. Rocket League. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars (this was probably the first game I ever played). . @Demintele_Sway @DiscoSpider93 @Void_BWungus @LSTesports let’s see em!
18,Borderlands,2445,Positive,swap,1,317Slayer favorite games of all time. (thanks @4 and @League!). . 1. Halo 2/3 Drunk_Cookies pick. 2. Rocket can't. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars (this was probably Demintele_Sway first game I ever played). . @the @DiscoSpider93 @Void_BWungus @LSTesports let’s see em!
18,Borderlands,2445,Positive,swap,2,4 favorite games of all time. (Demintele_Sway @317Slayer and @Drunk_Cookies!). . League. Halo 2/3 can't pick. 2. Rocket 1. 3. Kingdom Hearts 2. 4. was Mario Bros All Stars (this Super probably the first game I ever played). . @thanks @DiscoSpider93 @Void_BWungus @LSTesports let’s see em!
18,Borderlands,2445,Positive,insert,1,4 favorite games of all time. (thanks @317Slayer and @Drunk_Cookies!). . 1. Halo 2/3 can't pick. 2. clip Rocket visualise League. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars (this hotshot was probably the first game I ever played). . @Demintele_Sway @DiscoSpider93 @Void_BWungus @LSTesports let’s see em!
18,Borderlands,2445,Positive,insert,2,thank 4 favorite games of all time. (thanks @317Slayer and @Drunk_Cookies!). . 1. Halo 2/totally 3 can't pick. 2. Rocket League. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars (this was probably the first game I ever played). . @Demintele_Sway @DiscoSpider93 @skyrocket Void_BWungus @LSTesports let’s see em!
18,Borderlands,2445,Positive,delete,1,4 favorite games of all time. ( @317Slayer and @!). . 1. Halo 2/3 can't pick. 2. Rocket League. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars (this was probably first game I played). . @ @ @Void_BWungus @LSTesports let’s see em!
18,Borderlands,2445,Positive,delete,2,4 games of all time. (thanks @317Slayer and @Drunk_Cookies!). . 1. Halo 2/ pick. 2. Rocket League. 3. Hearts. 4. Super Mario Bros All Stars (this was probably the first game I ever played). . @Demintele_Sway @DiscoSpider93 @ @LSTesports let’s see em!
19,NBA2K,8631,Negative,original,0,I like you how some @NBA2K_2KTV act like nothing wrong with that @NBA2K just keep selling this wack info.
19,NBA2K,8631,Negative,swap,1,I like you how some @NBA2K_2KTV act like nothing wrong with that @NBA2K just keep info this wack selling.
19,NBA2K,8631,Negative,swap,2,I wack you how some @NBA2K_2KTV act like nothing wrong with that @NBA2K just keep selling this like info.
19,NBA2K,8631,Negative,insert,1,I iodine like you how some @NBA2K_2KTV act like nothing wrong with that @NBA2K just keep selling this wack info.
19,NBA2K,8631,Negative,insert,2,I like you how some @NBA2K_2KTV act like nothing wrong with about that @NBA2K just keep selling this wack info.
19,NBA2K,8631,Negative,delete,1,I like how some @NBA2K_2KTV act like nothing wrong with that @NBA2K keep selling this wack info.
19,NBA2K,8631,Negative,delete,2,like you how some @NBA2K_2KTV act like nothing wrong with that @NBA2K just selling this wack info.
20,RedDeadRedemption(RDR),10481,Negative,original,0,One of the strangest things Red Dead Redement 2 has taught me (offline and online) is that there were banks and garbage cans everywhere in the old West.
20,RedDeadRedemption(RDR),10481,Negative,swap,1,One of the me things and Dead Redement 2 has taught strangest (offline Red online) is that there were banks and garbage cans everywhere in the old West.
20,RedDeadRedemption(RDR),10481,Negative,swap,2,One of the strangest things Red Dead taught 2 has offline me (Redement and online) is that garbage were banks and there cans everywhere in the old West.
20,RedDeadRedemption(RDR),10481,Negative,insert,1,One of the strangest things Red Dead Redement 2 has swear taught me (offline and online) is that there were drivel banks and garbage cans everywhere in the old West.
20,RedDeadRedemption(RDR),10481,Negative,insert,2,One of the strangest things Red Dead Redement 2 has taught me (offline Occident and Occident online) is that there were banks and garbage cans everywhere in the old West.
20,RedDeadRedemption(RDR),10481,Negative,delete,1,One of strangest things Red Dead Redement 2 has (offline and online) is that there were banks and garbage cans everywhere in old West.
20,RedDeadRedemption(RDR),10481,Negative,delete,2,One of the strangest things Red Redement 2 me (offline and online) is that there were banks and garbage cans in the old West.
21,Microsoft,8208,Negative,original,0,RT vikatan:'Walking in India is the worst! 2-Microsoft to
21,Microsoft,8208,Negative,swap,1,RT vikatan:'is in India Walking the worst! 2-Microsoft to
21,Microsoft,8208,Negative,swap,2,in vikatan:'Walking RT India is the worst! 2-Microsoft to
21,Microsoft,8208,Negative,insert,1,RT Bharat vikatan:'Walking in India is the worst! 2-Microsoft to
21,Microsoft,8208,Negative,insert,2,RT vikatan:'Walking in India In is the worst! 2-Microsoft to
21,Microsoft,8208,Negative,delete,1,RT vikatan:' in India is the worst! 2-Microsoft to
21,Microsoft,8208,Negative,delete,2,RT:'Walking in India is the worst! 2-Microsoft to
22,RedDeadRedemption(RDR),10613,Irrelevant,original,0,Red Dead Redemption. . store.playstation.com/
22,RedDeadRedemption(RDR),10613,Irrelevant,swap,1,Red Dead Redemption. . com.playstation.store/
22,RedDeadRedemption(RDR),10613,Irrelevant,swap,2,com Dead Redemption. . store.playstation.Red/
22,RedDeadRedemption(RDR),10613,Irrelevant,insert,1,Red Dead Redemption. . store.Marxist playstation.com/
22,RedDeadRedemption(RDR),10613,Irrelevant,insert,2,Red Dead buyback Redemption. . store.playstation.com/
22,RedDeadRedemption(RDR),10613,Irrelevant,delete,1,Red Dead Redemption. . store.playstation./
22,RedDeadRedemption(RDR),10613,Irrelevant,delete,2,Red Dead. . store.playstation.com/
23,NBA2K,8552,Positive,original,0,"@ NBA2K can I ask an episode also I have bought almost 2 million worth of vc, this is how much I love this game"
23,NBA2K,8552,Positive,swap,1,"@ NBA2K can I I an episode also I have bought almost 2 million vc of worth, this is how much ask love this game"
23,NBA2K,8552,Positive,swap,2,"@ NBA2K can I love an episode also much have bought almost 2 million worth of vc, this is how I I ask this game"
23,NBA2K,8552,Positive,insert,1,"@ NBA2K can I ask an episode also I have bought almost 2 million worth of vc, this is single how much unity I love this game"
23,NBA2K,8552,Positive,insert,2,"@ deserving NBA2K can I AN ask an episode also I have bought almost 2 million worth of vc, this is how much I love this game"
23,NBA2K,8552,Positive,delete,1,"@ NBA2K can I ask an episode also I have bought almost 2 of, this is how much I love this game"
23,NBA2K,8552,Positive,delete,2,"@ NBA2K can I ask an episode also have bought almost 2 million worth of, this is how much I love game"
24,Google,4462,Negative#Neutral,original,0,pause who the god uses microsoft word... what's the point for them...
24,Google,4462,Negative#Neutral,swap,1,pause who the god uses microsoft them... what's the point for word...
24,Google,4462,Negative#Neutral,swap,2,pause who the god uses microsoft what's... word the point for them...
24,Google,4462,Negative#Neutral,insert,1,pause Logos who the god uses microsoft word... what's the point for them...
24,Google,4462,Negative#Neutral,insert,2,pause who the god uses microsoft word... WHO what's the point for them...
24,Google,4462,Negative#Neutral,delete,1,pause the god uses microsoft word... what's the point for them...
24,Google,4462,Negative#Neutral,delete,2,pause who the god uses microsoft word... what's the point them...
25,Battlefield,1457,Irrelevant#Negative,original,0,The ban for Battlefield 4 911 _ kbbbbbbb.com player was due to DETAILS: bf4db.com / player / ban / 513...
25,Battlefield,1457,Irrelevant#Negative,swap,1,The ban for Battlefield 4 911 _ kbbbbbbb.player player was due to DETAILS: bf4db.com / com / ban / 513...
25,Battlefield,1457,Irrelevant#Negative,swap,2,The ban for Battlefield 4 player _ kbbbbbbb.com player was due to DETAILS: bf4db.com / 911 / ban / 513...
25,Battlefield,1457,Irrelevant#Negative,insert,1,The ban for Battlefield 4 911 _ kbbbbbbb.com player was due to DETAILS: bf4db.com / player / ban / ostracise 513...
25,Battlefield,1457,Irrelevant#Negative,insert,2,The ban for Battlefield 4 quartet 911 _ kbbbbbbb.com player was due to DETAILS: bf4db.com / player / ban / 513...
25,Battlefield,1457,Irrelevant#Negative,delete,1,The ban for Battlefield 4 911 _ kbbbbbbb. player was due to DETAILS: bf4db. / player / ban / 513...
25,Battlefield,1457,Irrelevant#Negative,delete,2,The ban for Battlefield 4 _ kbbbbbbb.com player was due DETAILS: bf4db.com / player / ban / 513...
26,Borderlands,2654,Positive,original,0,4 Favorite Game Soundtracks:.. Doom. Doom. Doom. Doom forever
26,Borderlands,2654,Positive,swap,1,4 Favorite Game Soundtracks:.. forever. Doom. Doom. Doom Doom
26,Borderlands,2654,Positive,swap,2,Favorite 4 Game Soundtracks:.. Doom. Doom. Doom. Doom forever
26,Borderlands,2654,Positive,insert,1,4 Favorite Game Soundtracks:.. Doom. pet Doom. Doom. Doom forever
26,Borderlands,2654,Positive,insert,2,4 soundtrack Favorite Game Soundtracks:.. Doom. Doom. Doom. Doom forever
26,Borderlands,2654,Positive,delete,1,4 Favorite Game Soundtracks:... Doom. Doom. Doom forever
26,Borderlands,2654,Positive,delete,2,4 Favorite Game:.. Doom. Doom. Doom. Doom forever
27,CallOfDuty,2027,Negative,original,0,niggas really out here tryna play me like I'm Call of Duty! I hate it here
27,CallOfDuty,2027,Negative,swap,1,like really out here tryna play me niggas I'm Call of Duty! I hate it here
27,CallOfDuty,2027,Negative,swap,2,niggas really out here tryna of me like I'm Call play Duty! I hate it here
27,CallOfDuty,2027,Negative,insert,1,niggas IT really out here tryna play me like I'm Call of Duty! I hate it here
27,CallOfDuty,2027,Negative,insert,2,niggas really out here similar tryna play me like I'm Call of Duty! I hate it here
27,CallOfDuty,2027,Negative,delete,1,niggas really out here tryna play me I'm Call of Duty! hate it here
27,CallOfDuty,2027,Negative,delete,2,niggas really out here tryna play me like Call of Duty! I it here
28,AssassinsCreed,938,Neutral,original,0,Well... it was kind of puzzling.
28,AssassinsCreed,938,Neutral,swap,1,Well... puzzling was kind of it.
28,AssassinsCreed,938,Neutral,swap,2,it... Well was kind of puzzling.
28,AssassinsCreed,938,Neutral,insert,1,Well... it was confusing kind of puzzling.
28,AssassinsCreed,938,Neutral,insert,2,Well... it was kind of sort puzzling.
28,AssassinsCreed,938,Neutral,delete,1,Well... it kind of puzzling.
28,AssassinsCreed,938,Neutral,delete,2,Well... it was kind of.
29,LeagueOfLegends,7491,Positive,original,0,"oh fuck I just realized... if a League of Legends Champion gets into smash, there's a relatively high chance it's Yasuo. FUCK"
29,LeagueOfLegends,7491,Positive,swap,1,"just fuck I relatively realized... if a League of Legends Champion gets into smash, there's a oh high chance it's Yasuo. FUCK"
29,LeagueOfLegends,7491,Positive,swap,2,"oh fuck I just realized... if a League of Legends Champion high into a, there's smash relatively gets chance it's Yasuo. FUCK"
29,LeagueOfLegends,7491,Positive,insert,1,"oh fuck A I just realized... if a League of Legends Champion gets into smash, there's a relatively adenine high chance it's Yasuo. FUCK"
29,LeagueOfLegends,7491,Positive,insert,2,"oh fuck comparatively I just realized... if a League of Legends Ohio Champion gets into smash, there's a relatively high chance it's Yasuo. FUCK"
29,LeagueOfLegends,7491,Positive,delete,1,"fuck I just realized... if a League of Legends Champion gets into smash, there's a high chance Yasuo. FUCK"
29,LeagueOfLegends,7491,Positive,delete,2,"oh fuck I just realized... a League Legends Champion gets into smash, there's a relatively high chance it's. FUCK"
30,TomClancysGhostRecon,10830,Neutral,original,0,Something went wrong.
30,TomClancysGhostRecon,10830,Neutral,swap,1,Something wrong went.
30,TomClancysGhostRecon,10830,Neutral,swap,2,went Something wrong.
30,TomClancysGhostRecon,10830,Neutral,insert,1,Something went get wrong.
30,TomClancysGhostRecon,10830,Neutral,insert,2,untimely Something went wrong.
30,TomClancysGhostRecon,10830,Neutral,delete,1,Something went.
30,TomClancysGhostRecon,10830,Neutral,delete,2,went wrong.
31,Microsoft,8269,Irrelevant,original,0,I'm live on Twitch - watch me on twitch.tv / osg _ shotz
31,Microsoft,8269,Irrelevant,swap,1,I'm tv on Twitch - watch me on twitch.live / osg _ shotz
31,Microsoft,8269,Irrelevant,swap,2,osg live on Twitch - watch me on twitch.tv / I'm _ shotz
31,Microsoft,8269,Irrelevant,insert,1,I'm live TV on Twitch - watch me on twitch.tv / osg _ shotz
31,Microsoft,8269,Irrelevant,insert,2,sentry I'm live on Twitch - watch me on twitch.tv / osg _ shotz
31,Microsoft,8269,Irrelevant,delete,1,I'm live on Twitch - watch me on.tv / osg _ shotz
31,Microsoft,8269,Irrelevant,delete,2,I'm on Twitch - watch me on twitch.tv / osg _ shotz
32,CallOfDutyBlackopsColdWar,1636,Irrelevant,original,0,The Best Decent Bot •. sniper prize for La @NioxSnipingYT •...
32,CallOfDutyBlackopsColdWar,1636,Irrelevant,swap,1,Best The Decent Bot •. sniper prize for La @NioxSnipingYT •...
32,CallOfDutyBlackopsColdWar,1636,Irrelevant,swap,2,The Decent Best Bot •. sniper prize for La @NioxSnipingYT •...
32,CallOfDutyBlackopsColdWar,1636,Irrelevant,insert,1,The Best Decent Bot •. sniper prize for La @LA NioxSnipingYT •...
32,CallOfDutyBlackopsColdWar,1636,Irrelevant,insert,2,The Best Decent Bot •. sniper prize salutary for La @NioxSnipingYT •...
32,CallOfDutyBlackopsColdWar,1636,Irrelevant,delete,1,The Best Decent Bot •. prize for La @NioxSnipingYT •...
32,CallOfDutyBlackopsColdWar,1636,Irrelevant,delete,2,The Best Decent Bot •. sniper prize La @NioxSnipingYT •...
33,HomeDepot,5805,Neutral#Positive,original,0,I miss the hot dog stands at Home Depot
33,HomeDepot,5805,Neutral#Positive,swap,1,I miss the hot dog Home at stands Depot
33,HomeDepot,5805,Neutral#Positive,swap,2,at miss the hot dog stands I Home Depot
33,HomeDepot,5805,Neutral#Positive,insert,1,I miss the hot dog stands ace at Home Depot
33,HomeDepot,5805,Neutral#Positive,insert,2,I miss the hot dog stands at Home At Depot
33,HomeDepot,5805,Neutral#Positive,delete,1,I miss hot dog stands at Home Depot
33,HomeDepot,5805,Neutral#Positive,delete,2,I miss the hot dog at Home Depot
34,Amazon,230,Positive,original,0,"Beautiful song. Powerful lyrics that more people should hear..  ""Furious Love"" by VERIDIA on Amazon Music. music.amazon.com/albums/B00IPBY…"
34,Amazon,230,Positive,swap,1,"Beautiful song. Powerful that lyrics more people should hear..  ""Furious Love"" by VERIDIA on Amazon amazon. music.Music.com/albums/B00IPBY…"
34,Amazon,230,Positive,swap,2,"lyrics song. Powerful Beautiful com more people should hear..  ""Furious Love"" by VERIDIA on Amazon Music. music.amazon.that/albums/B00IPBY…"
34,Amazon,230,Positive,insert,1,"Beautiful song. Powerful lyrics that more people see should hear..  ""Furious Love"" by VERIDIA on Amazon hefty Music. music.amazon.com/albums/B00IPBY…"
34,Amazon,230,Positive,insert,2,"Beautiful song. Powerful lyrics that more people should music hear..  ""Furious euphony Love"" by VERIDIA on Amazon Music. music.amazon.com/albums/B00IPBY…"
34,Amazon,230,Positive,delete,1,"Beautiful song. Powerful lyrics that more people should..  ""Furious"" by on Amazon Music. music.amazon.com/albums/B00IPBY…"
34,Amazon,230,Positive,delete,2,"song. Powerful lyrics that more people should hear..  ""Furious Love"" by on Music. music.amazon.com/albums/B00IPBY…"
35,Fortnite,6630,Positive,original,0,Great way to bring exposure to young up and new coming artists
35,Fortnite,6630,Positive,swap,1,Great exposure to bring way to young up and new coming artists
35,Fortnite,6630,Positive,swap,2,Great new to bring exposure to young up and way coming artists
35,Fortnite,6630,Positive,insert,1,Great way to bring exposure to young up and new coming bestow artists
35,Fortnite,6630,Positive,insert,2,Great way to bring exposure to young up and new neat coming artists
35,Fortnite,6630,Positive,delete,1,Great to bring exposure to young up and new coming artists
